Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
2698,301.79,123,2,Female,Female-Mid,Straight Hair Blonde,NONE,NONE,NONE,Choker,NONE,NONE,NONE,NONE
2699,99.56,5441,2,Male,Male-Albino,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2700,91.57,6384,3,Female,Female-Albino,Messy Hair,Big Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2701,112.64,3976,4,Male,Male-Light,Peak Spike,Horned Rim Glasses,NONE,NONE,NONE,Vape,NONE,NONE,Earring
2702,79.37,7715,3,Male,Male-Mid,Wild Hair,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2703,164.67,1071,2,Female,Female-Mid,Pink With Hat,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2704,187.24,705,3,Female,Female-Albino,Cap,NONE,NONE,NONE,Silver Chain,Medical Mask,NONE,NONE,NONE
2705,207.38,547,2,Female,Female-Dark,Blonde Bob,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2706,106.76,4656,2,Female,Female-Light,Straight Hair Dark,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2707,86.88,6848,3,Female,Female-Mid,Headband,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2708,264.73,247,2,Zombie,Zombie,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2709,60.18,9698,2,Male,Male-Mid,Messy Hair,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2710,111.48,4078,3,Female,Female-Dark,Straight Hair Dark,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2711,889.37,49,2,Ape,Ape,Cap Forward,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2712,128.12,2637,2,Female,Female-Light,Mohawk Dark,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2713,116.71,3650,2,Female,Female-Light,Blonde Short,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2714,63.87,9305,2,Female,Female-Albino,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2715,194.93,645,4,Male,Male-Mid,NONE,NONE,Luxurious Beard,NONE,NONE,Medical Mask,Frown,NONE,Earring
2716,131.13,2402,3,Female,Female-Dark,Straight Hair Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2717,224.16,422,2,Female,Female-Mid,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2718,123.19,3080,3,Male,Male-Dark,Cap,NONE,Front Beard Dark,NONE,NONE,NONE,Frown,NONE,NONE
2719,77.26,8080,2,Male,Male-Mid,Wild Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2720,76.45,8234,3,Male,Male-Mid,Messy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2721,170.46,944,4,Female,Female-Mid,Straight Hair,Eye Mask,NONE,NONE,NONE,Pipe,Hot Lipstick,NONE,NONE
2722,74.79,8464,2,Male,Male-Light,Wild Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2723,117.44,3585,3,Female,Female-Dark,Wild White Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2724,79.05,7774,2,Male,Male-Mid,Stringy Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2725,202.48,597,2,Female,Female-Mid,Dark Hair,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2726,139.03,1976,4,Male,Male-Light,Fedora,Small Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
2727,119.4,3415,3,Male,Male-Albino,Shaved Head,Classic Shades,NONE,NONE,NONE,NONE,Frown,NONE,NONE
2728,99.6,5438,4,Male,Male-Light,Stringy Hair,Horned Rim Glasses,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
2729,126.95,2733,2,Male,Male-Mid,Cowboy Hat,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2730,120.47,3352,2,Female,Female-Albino,Dark Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2731,148.17,1524,4,Female,Female-Mid,Straight Hair Dark,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,Earring
2732,105.92,4771,3,Male,Male-Mid,Do-rag,Eye Patch,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2733,88.64,6697,2,Male,Male-Dark,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2734,116.68,3653,2,Female,Female-Dark,Straight Hair Dark,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2735,97.2,5689,3,Female,Female-Mid,Crazy Hair,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,NONE
2736,97.45,5657,2,Female,Female-Light,Wild Blonde,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2737,99.89,5409,4,Male,Male-Mid,Wild Hair,Big Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
2738,75.23,8398,3,Male,Male-Dark,Stringy Hair,Clown Eyes Green,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2739,103.64,5033,4,Male,Male-Dark,Cap,NONE,Goat,Mole,NONE,NONE,NONE,NONE,Earring
2740,166.18,1034,3,Female,Female-Light,Straight Hair Blonde,NONE,NONE,NONE,Gold Chain,NONE,Purple Lipstick,NONE,NONE
2741,187.61,699,2,Female,Female-Dark,Orange Side,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2742,146.59,1583,4,Female,Female-Dark,Wild White Hair,Eye Patch,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
2743,138.62,2002,3,Female,Female-Albino,Straight Hair Dark,Regular Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2744,84.86,7072,3,Male,Male-Dark,Mohawk,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2745,136.18,2137,4,Male,Male-Light,Peak Spike,Nerd Glasses,Normal Beard,NONE,NONE,Pipe,NONE,NONE,NONE
2746,59.22,9769,2,Male,Male-Mid,Mohawk Dark,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2747,145.17,1649,3,Male,Male-Dark,Purple Hair,NONE,Luxurious Beard,NONE,NONE,Pipe,NONE,NONE,NONE
2748,143.48,1724,2,Male,Male-Mid,Top Hat,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2749,61.75,9548,2,Male,Male-Mid,Headband,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2750,89.54,6618,3,Male,Male-Dark,Cap Forward,Nerd Glasses,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2751,131.07,2407,3,Female,Female-Light,Blonde Bob,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2752,67.24,9069,2,Male,Male-Light,Wild Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2753,166.91,1020,4,Male,Male-Light,Police Cap,Eye Mask,NONE,NONE,Gold Chain,NONE,NONE,NONE,Earring
2754,71.15,8790,3,Female,Female-Mid,Frumpy Hair,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
2755,89.75,6601,3,Female,Female-Mid,Messy Hair,Green Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2756,85,7054,3,Female,Female-Dark,Mohawk Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2757,104.11,4969,3,Male,Male-Dark,Headband,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
2758,93,6201,3,Male,Male-Dark,Cap Forward,Clown Eyes Green,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2759,252.75,287,1,Female,Female-Albino,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2760,167.05,1017,2,Female,Female-Dark,Pigtails,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2761,165.67,1052,3,Female,Female-Dark,Straight Hair Dark,Nerd Glasses,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
2762,117.37,3590,2,Male,Male-Mid,Do-rag,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2763,122.75,3129,3,Male,Male-Dark,Cap,NONE,Handlebars,NONE,NONE,NONE,Frown,NONE,NONE
2764,94.61,6003,3,Male,Male-Mid,Wild Hair,Eye Patch,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2765,92.22,6303,2,Male,Male-Dark,Cap Forward,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2766,143.35,1731,3,Male,Male-Light,Police Cap,VR,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2767,147.17,1564,3,Male,Male-Mid,Do-rag,Regular Shades,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
2768,104.2,4961,1,Male,Male-Dark,NONE,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2769,85.79,6969,3,Male,Male-Mid,Peak Spike,Nerd Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2770,85.67,6984,3,Male,Male-Light,Mohawk Thin,NONE,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
2771,62.17,9506,2,Male,Male-Dark,Mohawk Dark,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2772,91.53,6393,4,Female,Female-Light,Bandana,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2773,99.57,5440,2,Male,Male-Light,Mohawk,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
2774,59.65,9747,3,Male,Male-Light,Stringy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2775,52.42,9932,2,Female,Female-Mid,Headband,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2776,125.35,2857,3,Male,Male-Mid,Mohawk,NONE,NONE,Spots,NONE,NONE,NONE,NONE,Earring
2777,110.75,4158,3,Male,Male-Dark,Shaved Head,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2778,93.78,6110,3,Male,Male-Dark,Messy Hair,Big Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2779,82.23,7393,3,Male,Male-Mid,Frumpy Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
2780,62.21,9497,3,Male,Male-Mid,Crazy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2781,125.5,2843,2,Female,Female-Mid,Red Mohawk,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2782,77.93,7965,3,Female,Female-Dark,Stringy Hair,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2783,59.23,9768,2,Male,Male-Mid,Bandana,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2784,101.51,5265,3,Male,Male-Dark,Crazy Hair,Clown Eyes Blue,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2785,96.1,5815,3,Male,Male-Mid,Knitted Cap,Eye Patch,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2786,74.08,8522,4,Male,Male-Mid,Bandana,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2787,86.14,6931,3,Female,Female-Mid,Mohawk Dark,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2788,125.43,2850,4,Male,Male-Mid,Do-rag,Classic Shades,Front Beard,Mole,NONE,NONE,NONE,NONE,NONE
2789,122.02,3197,3,Male,Male-Light,Vampire Hair,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2790,76.47,8233,2,Male,Male-Dark,Wild Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2791,80.55,7586,2,Male,Male-Dark,Mohawk Thin,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2792,168.24,989,3,Female,Female-Dark,Straight Hair,NONE,NONE,NONE,Silver Chain,NONE,Purple Lipstick,NONE,NONE
2793,163.07,1105,3,Female,Female-Mid,Blonde Short,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2794,83.73,7234,3,Male,Male-Light,Messy Hair,3D Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2795,205.29,570,3,Female,Female-Mid,Wild Blonde,Green Eye Shadow,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
2796,87.42,6798,3,Male,Male-Dark,Peak Spike,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2797,91.55,6386,3,Male,Male-Light,Mohawk Thin,Horned Rim Glasses,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2798,82.06,7414,3,Male,Male-Dark,Cap Forward,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2799,81.01,7526,3,Female,Female-Albino,Wild Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2800,199.9,613,1,Female,Female-Dark,Orange Side,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2801,67.04,9078,2,Male,Male-Dark,Messy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2802,59.13,9777,2,Male,Male-Dark,Stringy Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2803,95.02,5955,3,Male,Male-Dark,Knitted Cap,Regular Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2804,148.2,1523,3,Male,Male-Mid,Shaved Head,Nerd Glasses,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2805,104.57,4932,2,Male,Male-Dark,Police Cap,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2806,113.92,3885,2,Male,Male-Light,Purple Hair,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2807,101.68,5248,4,Female,Female-Dark,Cap,VR,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
2808,63.41,9352,2,Female,Female-Dark,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2809,76.99,8138,2,Male,Male-Mid,Mohawk Dark,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2810,69.23,8940,2,Male,Male-Light,Do-rag,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2811,131.47,2382,3,Female,Female-Mid,Wild Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2812,103,5100,3,Female,Female-Dark,Cap,NONE,NONE,NONE,NONE,Vape,Purple Lipstick,NONE,NONE
2813,116.16,3714,2,Female,Female-Dark,Blonde Short,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2814,149.2,1480,4,Female,Female-Dark,Half Shaved,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,Earring
2815,127.33,2707,4,Female,Female-Light,Straight Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2816,161.89,1133,3,Female,Female-Light,Straight Hair Dark,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2817,98.02,5585,3,Female,Female-Albino,Messy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2818,78.2,7927,3,Male,Male-Dark,Stringy Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
2819,157.72,1236,4,Male,Male-Light,Vampire Hair,Horned Rim Glasses,Chinstrap,Mole,NONE,NONE,NONE,NONE,NONE
2820,107.44,4577,3,Male,Male-Dark,Bandana,3D Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2821,49.95,9960,2,Female,Female-Dark,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2822,82.27,7389,2,Female,Female-Mid,Stringy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2823,87.57,6787,2,Male,Male-Dark,Hoodie,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2824,89.36,6637,2,Male,Male-Albino,Knitted Cap,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2825,101.55,5256,3,Male,Male-Light,Bandana,Small Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2826,77.62,8019,3,Female,Female-Light,Frumpy Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2827,77.89,7976,2,Male,Male-Dark,Fedora,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2828,157.78,1234,3,Female,Female-Dark,Pigtails,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2829,145.57,1629,3,Female,Female-Albino,Blonde Bob,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2830,87.51,6791,4,Male,Male-Light,Peak Spike,Classic Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2831,129.57,2522,3,Female,Female-Dark,Wild White Hair,Big Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2832,107.99,4501,2,Female,Female-Dark,Straight Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2833,137.82,2042,2,Male,Male-Albino,Cowboy Hat,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2834,110.24,4219,2,Male,Male-Dark,Fedora,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2835,108.93,4387,4,Male,Male-Light,Peak Spike,Nerd Glasses,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
2836,228.7,383,4,Female,Female-Light,Wild White Hair,Welding Goggles,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2837,82.26,7391,2,Female,Female-Dark,Stringy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2838,58.65,9802,2,Male,Male-Light,Cap,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2839,65.32,9180,2,Female,Female-Light,Mohawk,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2840,76.49,8225,2,Male,Male-Mid,Cap Forward,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2841,174.61,879,2,Female,Female-Dark,Straight Hair Blonde,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2842,78.51,7867,3,Male,Male-Mid,Mohawk Thin,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
2843,188.58,690,5,Female,Female-Dark,Bandana,Eye Mask,NONE,NONE,NONE,Vape,Black Lipstick,NONE,Earring
2844,225.1,416,2,Female,Female-Mid,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2845,109.83,4259,3,Male,Male-Light,Clown Hair Green,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2846,61.66,9562,2,Female,Female-Mid,Messy Hair,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2847,61.91,9533,3,Male,Male-Light,Knitted Cap,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2848,78.97,7785,3,Male,Male-Light,Mohawk Thin,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
2849,66.11,9129,2,Female,Female-Mid,Headband,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2850,50.1,9959,2,Female,Female-Dark,Messy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2851,84.31,7157,2,Male,Male-Albino,Police Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2852,137.07,2086,4,Female,Female-Light,Wild White Hair,Regular Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2853,76.05,8294,2,Male,Male-Mid,Wild Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2854,108.87,4396,3,Male,Male-Mid,Police Cap,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
2855,80.76,7555,2,Male,Male-Mid,Mohawk Dark,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2856,115.31,3778,3,Male,Male-Mid,Peak Spike,Eye Mask,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
2857,171.55,927,3,Female,Female-Mid,Crazy Hair,Welding Goggles,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2858,85.9,6957,3,Female,Female-Dark,Mohawk Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2859,135.88,2147,3,Male,Male-Mid,Headband,Small Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
2860,64.16,9277,2,Female,Female-Mid,Mohawk,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2861,103.26,5082,1,Male,Male-Light,NONE,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2862,77.05,8126,2,Male,Male-Light,Headband,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2863,133.71,2263,2,Male,Male-Dark,Police Cap,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2864,109.02,4375,3,Male,Male-Mid,Knitted Cap,Eye Mask,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2865,111.64,4063,2,Male,Male-Dark,Fedora,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2866,108.91,4390,4,Male,Male-Albino,Bandana,Classic Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,Earring
2867,165.36,1061,2,Female,Female-Mid,Pink With Hat,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2868,90.88,6466,2,Male,Male-Light,Peak Spike,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2869,76.69,8193,2,Male,Male-Light,Mohawk Dark,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2870,78.76,7815,2,Male,Male-Mid,Knitted Cap,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2871,67.88,9029,3,Male,Male-Dark,Messy Hair,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2872,156.6,1264,3,Male,Male-Light,Police Cap,Small Shades,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2873,129.19,2566,3,Male,Male-Mid,Vampire Hair,Eye Mask,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2874,109.82,4261,3,Male,Male-Light,Crazy Hair,Eye Patch,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2875,90.79,6480,2,Male,Male-Mid,Shaved Head,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2876,95.54,5894,3,Female,Female-Mid,Stringy Hair,NONE,NONE,NONE,NONE,Vape,Purple Lipstick,NONE,NONE
2877,82.47,7374,2,Male,Male-Dark,Crazy Hair,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2878,107.64,4547,3,Male,Male-Dark,Peak Spike,Clown Eyes Blue,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
2879,113.04,3943,2,Male,Male-Mid,Purple Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2880,60.06,9708,2,Male,Male-Light,Mohawk Thin,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2881,102.92,5113,3,Male,Male-Dark,Shaved Head,Regular Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2882,106.04,4758,2,Male,Male-Albino,NONE,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,Earring
2883,70.7,8832,2,Male,Male-Dark,Messy Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2884,245.79,304,2,Female,Female-Mid,Pilot Helmet,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2885,161.58,1144,5,Male,Male-Mid,Headband,Small Shades,Shadow Beard,Mole,NONE,NONE,NONE,NONE,Earring
2886,102.03,5212,3,Male,Male-Dark,Hoodie,NONE,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
2887,141.35,1844,2,Male,Male-Mid,Top Hat,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2888,72.4,8670,3,Female,Female-Dark,Mohawk Dark,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
2889,233.34,366,3,Female,Female-Dark,Pilot Helmet,NONE,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
2890,2291.86,6,1,Alien,Alien,Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2891,238.59,339,2,Female,Female-Albino,Tiara,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2892,167.62,1002,3,Male,Male-Mid,Top Hat,VR,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2893,111.8,4044,3,Female,Female-Light,Wild Blonde,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2894,248.78,302,5,Male,Male-Mid,Hoodie,NONE,Chinstrap,NONE,Gold Chain,NONE,Frown,NONE,Earring
2895,123.81,3019,2,Male,Male-Mid,Cowboy Hat,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2896,130.38,2458,3,Female,Female-Dark,Straight Hair Dark,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2897,62.16,9508,2,Male,Male-Dark,Headband,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2898,73.02,8615,3,Male,Male-Dark,Do-rag,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2899,118.92,3461,2,Male,Male-Dark,Purple Hair,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2900,213.19,503,2,Female,Female-Light,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2901,123.72,3027,4,Male,Male-Albino,Cap,Regular Shades,Normal Beard Black,NONE,NONE,Cigarette,NONE,NONE,NONE
2902,83.11,7302,2,Male,Male-Albino,Do-rag,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2903,101.03,5296,4,Female,Female-Albino,Mohawk Dark,Classic Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
2904,294.46,153,4,Female,Female-Dark,Bandana,Clown Eyes Blue,NONE,NONE,Choker,NONE,Hot Lipstick,NONE,NONE
2905,64.66,9232,3,Female,Female-Dark,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
2906,100.31,5369,3,Male,Male-Light,Knitted Cap,Eye Patch,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2907,94.05,6079,3,Male,Male-Dark,Messy Hair,Eye Patch,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2908,75.34,8384,2,Male,Male-Dark,Wild Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2909,225.67,410,2,Female,Female-Dark,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
